n 2393 
m 2 
tmax 94508
10050.0000 5250.0000 29
10050.0000 5350.0000 70
10025.0000 5450.0000 11
10175.0000 5450.0000 52
10325.0000 5450.0000 93
10475.0000 5450.0000 34
10575.0000 5450.0000 75
10675.0000 5450.0000 16
10525.0000 6025.0000 57
10525.0000 6125.0000 98
10675.0000 6125.0000 39
10825.0000 6025.0000 80
11025.0000 6050.0000 21
11224.0000 5908.0000 62
11400.0000 5975.0000 3
11400.0000 6375.0000 44
11400.0000 6575.0000 85
11175.0000 6575.0000 26
11025.0000 6450.0000 67
10975.0000 6675.0000 8
11075.0000 6775.0000 49
10975.0000 6875.0000 90
11175.0000 6975.0000 31
11375.0000 6975.0000 72
11325.0000 7075.0000 13
11400.0000 7150.0000 54
11125.0000 7150.0000 95
10975.0000 7150.0000 36
10875.0000 7325.0000 77
10925.0000 7425.0000 18
11075.0000 7425.0000 59
11175.0000 7475.0000 100
11075.0000 7575.0000 41
11175.0000 7625.0000 82
11175.0000 7725.0000 23
11025.0000 7725.0000 64
11025.0000 7825.0000 5
11175.0000 7825.0000 46
11325.0000 7875.0000 87
11425.0000 7925.0000 28
11425.0000 8075.0000 69
11325.0000 8075.0000 10
11275.0000 8175.0000 51
11425.0000 8225.0000 92
11425.0000 8375.0000 33
11275.0000 8325.0000 74
11175.0000 8325.0000 15
11075.0000 8225.0000 56
10975.0000 8225.0000 97
10925.0000 7975.0000 38
10775.0000 7825.0000 79
10825.0000 7600.0000 20
10725.0000 7575.0000 61
10775.0000 7425.0000 2
10675.0000 7425.0000 43
10525.0000 7425.0000 84
10525.0000 7575.0000 25
10450.0000 7750.0000 66
10300.0000 7750.0000 7
10425.0000 7875.0000 48
10525.0000 7925.0000 89
10575.0000 7825.0000 30
10625.0000 7975.0000 71
10725.0000 7975.0000 12
10725.0000 8075.0000 53
10625.0000 8125.0000 94
10525.0000 8075.0000 35
10425.0000 8025.0000 76
10425.0000 8125.0000 17
10250.0000 8225.0000 58
10150.0000 8225.0000 99
10225.0000 8125.0000 40
10275.0000 7975.0000 81
10125.0000 7975.0000 22
10000.0000 7875.0000 63
10000.0000 7775.0000 4
9825.0000 7825.0000 45
9625.0000 7725.0000 86
9475.0000 7725.0000 27
9425.0000 7625.0000 68
9575.0000 7625.0000 9
9625.0000 7475.0000 50
9725.0000 7575.0000 91
9825.0000 7475.0000 32
10025.0000 7525.0000 73
9975.0000 7425.0000 14
9925.0000 7275.0000 55
9825.0000 7075.0000 96
9625.0000 7075.0000 37
9725.0000 6975.0000 78
9875.0000 6775.0000 19
9725.0000 6775.0000 60
9575.0000 6825.0000 1
9575.0000 6675.0000 42
9725.0000 6425.0000 83
9625.0000 6200.0000 24
9725.0000 6025.0000 65
9625.0000 6000.0000 6
9225.0000 6375.0000 47
9225.0000 6525.0000 88
9375.0000 6525.0000 29
9375.0000 6675.0000 70
9225.0000 6675.0000 11
9225.0000 6875.0000 52
9225.0000 7075.0000 93
9226.0000 7259.0000 34
9225.0000 7260.0000 75
9226.0000 7409.0000 16
9225.0000 7410.0000 57
9225.0000 7560.0000 98
9226.0000 7560.0000 39
9225.0000 7710.0000 80
9225.0000 7711.0000 21
9325.0000 7825.0000 62
9225.0000 7875.0000 3
9225.0000 7975.0000 44
9225.0000 8075.0000 85
9225.0000 8175.0000 26
9225.0000 8275.0000 67
9225.0000 8375.0000 8
9225.0000 8475.0000 49
9275.0000 8825.0000 90
9475.0000 8825.0000 31
9578.0000 8820.0000 72
9847.0000 8703.0000 13
9875.0000 8825.0000 54
10025.0000 8725.0000 95
10075.0000 8825.0000 36
10175.0000 8725.0000 77
10100.0000 8575.0000 18
10250.0000 8375.0000 59
10250.0000 8475.0000 100
10250.0000 8625.0000 41
10475.0000 8775.0000 82
10575.0000 8775.0000 23
10675.0000 8775.0000 64
10775.0000 8775.0000 5
10925.0000 8775.0000 46
10875.0000 8625.0000 87
10875.0000 8525.0000 28
10975.0000 8575.0000 69
11175.0000 8475.0000 10
11275.0000 8425.0000 51
11350.0000 8575.0000 92
11450.0000 8675.0000 33
11350.0000 8775.0000 74
11325.0000 9325.0000 15
11325.0000 9425.0000 56
11325.0000 9525.0000 97
11325.0000 9725.0000 38
11325.0000 9825.0000 79
11125.0000 10075.0000 20
11375.0000 10075.0000 61
11375.0000 10275.0000 2
11400.0000 10375.0000 43
11400.0000 10475.0000 84
11400.0000 10625.0000 25
11400.0000 10775.0000 66
11300.0000 10975.0000 7
11125.0000 10975.0000 48
11125.0000 11075.0000 89
11025.0000 11125.0000 30
10925.0000 11125.0000 71
10925.0000 11025.0000 12
10550.0000 10875.0000 53
10550.0000 11075.0000 94
10275.0000 11325.0000 35
10375.0000 11325.0000 76
10575.0000 11325.0000 17
10675.0000 11425.0000 58
10775.0000 11425.0000 99
10850.0000 11475.0000 40
10850.0000 11575.0000 81
10850.0000 11675.0000 22
10775.0000 11725.0000 63
10675.0000 11725.0000 4
10875.0000 11925.0000 45
11025.0000 11925.0000 86
11175.0000 11875.0000 27
11050.0000 11825.0000 68
10950.0000 11650.0000 9
10950.0000 11550.0000 50
10950.0000 11425.0000 91
10850.0000 11325.0000 32
10950.0000 11275.0000 73
11050.0000 11325.0000 14
11225.0000 11475.0000 55
11375.0000 11475.0000 96
11325.0000 11575.0000 37
11325.0000 11725.0000 78
11325.0000 11825.0000 19
11325.0000 11925.0000 60
11325.0000 12075.0000 1
11450.0000 12075.0000 42
11450.0000 12225.0000 83
11422.0000 12354.0000 24
11425.0000 12475.0000 65
11325.0000 12425.0000 6
11325.0000 12525.0000 47
11175.0000 12525.0000 88
11175.0000 12425.0000 29
11125.0000 12325.0000 70
11100.0000 12175.0000 11
10975.0000 12125.0000 52
10925.0000 12225.0000 93
10950.0000 12325.0000 34
10900.0000 12425.0000 75
10900.0000 12525.0000 16
10800.0000 12325.0000 57
10525.0000 12325.0000 98
10425.0000 12225.0000 39
10475.0000 12125.0000 80
10325.0000 12025.0000 21
10175.0000 12125.0000 62
10225.0000 12225.0000 3
10325.0000 12175.0000 44
10325.0000 12325.0000 85
10125.0000 12325.0000 26
9975.0000 12325.0000 67
10050.0000 12400.0000 8
10050.0000 12500.0000 49
10025.0000 12600.0000 90
10175.0000 12600.0000 31
10325.0000 12600.0000 72
10475.0000 12600.0000 13
10575.0000 12600.0000 54
10675.0000 12600.0000 95
10525.0000 13175.0000 36
10525.0000 13275.0000 77
10675.0000 13275.0000 18
10825.0000 13175.0000 59
11025.0000 13200.0000 100
11224.0000 13058.0000 41
11400.0000 13125.0000 82
11400.0000 13525.0000 23
11400.0000 13725.0000 64
11175.0000 13725.0000 5
11025.0000 13600.0000 46
10975.0000 13825.0000 87
11075.0000 13925.0000 28
10975.0000 14025.0000 69
11175.0000 14125.0000 10
11375.0000 14125.0000 51
11325.0000 14225.0000 92
11400.0000 14300.0000 33
11125.0000 14300.0000 74
10975.0000 14300.0000 15
10875.0000 14475.0000 56
10925.0000 14575.0000 97
10825.0000 14750.0000 38
10725.0000 14725.0000 79
10775.0000 14575.0000 20
10675.0000 14575.0000 61
10525.0000 14575.0000 2
10525.0000 14725.0000 43
10450.0000 14900.0000 84
10300.0000 14900.0000 25
10425.0000 15025.0000 66
10425.0000 15175.0000 7
10425.0000 15275.0000 48
10525.0000 15225.0000 89
10625.0000 15275.0000 30
10725.0000 15225.0000 71
10725.0000 15125.0000 12
10625.0000 15125.0000 53
10525.0000 15075.0000 94
10575.0000 14975.0000 35
10775.0000 14975.0000 76
10925.0000 15125.0000 17
11025.0000 14975.0000 58
11025.0000 14875.0000 99
11075.0000 14725.0000 40
11075.0000 14575.0000 81
11175.0000 14625.0000 22
11175.0000 14775.0000 63
11175.0000 14875.0000 4
11175.0000 14975.0000 45
11325.0000 15025.0000 86
11425.0000 15075.0000 27
11425.0000 15225.0000 68
11325.0000 15225.0000 9
11275.0000 15325.0000 50
11425.0000 15375.0000 91
11425.0000 15525.0000 32
11350.0000 15725.0000 73
11450.0000 15825.0000 14
11350.0000 15925.0000 55
11175.0000 15625.0000 96
11275.0000 15575.0000 37
11275.0000 15475.0000 78
11175.0000 15475.0000 19
11075.0000 15375.0000 60
10975.0000 15375.0000 1
10875.0000 15675.0000 42
10975.0000 15725.0000 83
10875.0000 15775.0000 24
10925.0000 15925.0000 65
10775.0000 15925.0000 6
10675.0000 15925.0000 47
10575.0000 15925.0000 88
10475.0000 15925.0000 29
10250.0000 15775.0000 70
10175.0000 15875.0000 11
10075.0000 15975.0000 52
9875.0000 15975.0000 93
9847.0000 15853.0000 34
10025.0000 15875.0000 75
10100.0000 15725.0000 16
10250.0000 15625.0000 57
10250.0000 15525.0000 98
10250.0000 15375.0000 39
10150.0000 15375.0000 80
10225.0000 15275.0000 21
10275.0000 15125.0000 62
10125.0000 15125.0000 3
10000.0000 15025.0000 44
10000.0000 14925.0000 85
9825.0000 14975.0000 26
9625.0000 14875.0000 67
9475.0000 14875.0000 8
9425.0000 14775.0000 49
9575.0000 14775.0000 90
9625.0000 14625.0000 31
9725.0000 14725.0000 72
9825.0000 14625.0000 13
10025.0000 14675.0000 54
9975.0000 14575.0000 95
9925.0000 14425.0000 36
9825.0000 14225.0000 77
9625.0000 14225.0000 18
9725.0000 14125.0000 59
9875.0000 13925.0000 100
9725.0000 13925.0000 41
9575.0000 13975.0000 82
9575.0000 13825.0000 23
9725.0000 13575.0000 64
9625.0000 13350.0000 5
9725.0000 13175.0000 46
9625.0000 13150.0000 87
9225.0000 13525.0000 28
9225.0000 13675.0000 69
9375.0000 13675.0000 10
9375.0000 13825.0000 51
9225.0000 13825.0000 92
9225.0000 14025.0000 33
9225.0000 14225.0000 74
9226.0000 14409.0000 15
9225.0000 14410.0000 56
9226.0000 14559.0000 97
9225.0000 14560.0000 38
9225.0000 14710.0000 79
9226.0000 14710.0000 20
9225.0000 14860.0000 61
9225.0000 14861.0000 2
9325.0000 14975.0000 43
9225.0000 15025.0000 84
9225.0000 15125.0000 25
9225.0000 15225.0000 66
9225.0000 15325.0000 7
9225.0000 15425.0000 48
9225.0000 15525.0000 89
9225.0000 15625.0000 30
9578.0000 15970.0000 71
9475.0000 15975.0000 12
9275.0000 15975.0000 53
8900.0000 15825.0000 94
8800.0000 15925.0000 35
8800.0000 15725.0000 76
8725.0000 15575.0000 17
8625.0000 15625.0000 58
8425.0000 15725.0000 99
8325.0000 15675.0000 40
8325.0000 15775.0000 81
8375.0000 15925.0000 22
8225.0000 15925.0000 63
8125.0000 15925.0000 4
8025.0000 15925.0000 45
7925.0000 15925.0000 86
7700.0000 15775.0000 27
7700.0000 15625.0000 68
7700.0000 15525.0000 9
7550.0000 15725.0000 50
7625.0000 15875.0000 91
7525.0000 15975.0000 32
7475.0000 15875.0000 73
7325.0000 15975.0000 14
7297.0000 15853.0000 55
7028.0000 15970.0000 96
6925.0000 15975.0000 37
6725.0000 15975.0000 78
6675.0000 15625.0000 19
6675.0000 15525.0000 60
6675.0000 15425.0000 1
6675.0000 15325.0000 42
6675.0000 15225.0000 83
6675.0000 15125.0000 24
6675.0000 15025.0000 65
6775.0000 14975.0000 6
6675.0000 14861.0000 47
6675.0000 14860.0000 88
6676.0000 14710.0000 29
6675.0000 14710.0000 70
6675.0000 14560.0000 11
6676.0000 14559.0000 52
6675.0000 14410.0000 93
6676.0000 14409.0000 34
6675.0000 14225.0000 75
6675.0000 14025.0000 16
6675.0000 13825.0000 57
6825.0000 13825.0000 98
6825.0000 13675.0000 39
6675.0000 13675.0000 80
6675.0000 13525.0000 21
7075.0000 13150.0000 62
7175.0000 13175.0000 3
7075.0000 13350.0000 44
7175.0000 13575.0000 85
7025.0000 13825.0000 26
7025.0000 13975.0000 67
7175.0000 13925.0000 8
7325.0000 13925.0000 49
7175.0000 14125.0000 90
7075.0000 14225.0000 31
7275.0000 14225.0000 72
7375.0000 14425.0000 13
7425.0000 14575.0000 54
7475.0000 14675.0000 95
7275.0000 14625.0000 36
7175.0000 14725.0000 77
7075.0000 14625.0000 18
7025.0000 14775.0000 59
6875.0000 14775.0000 100
6925.0000 14875.0000 41
7075.0000 14875.0000 82
7275.0000 14975.0000 23
7450.0000 14925.0000 64
7450.0000 15025.0000 5
7575.0000 15125.0000 46
7725.0000 15125.0000 87
7675.0000 15275.0000 28
7600.0000 15375.0000 69
7700.0000 15375.0000 10
7875.0000 15275.0000 51
7875.0000 15175.0000 92
7975.0000 15225.0000 33
8075.0000 15275.0000 74
8175.0000 15225.0000 15
8175.0000 15125.0000 56
8075.0000 15125.0000 97
8025.0000 14975.0000 38
7975.0000 15075.0000 79
7875.0000 15025.0000 20
7750.0000 14900.0000 61
7900.0000 14900.0000 2
7975.0000 14725.0000 43
7975.0000 14575.0000 84
8125.0000 14575.0000 25
8225.0000 14575.0000 66
8175.0000 14725.0000 7
8275.0000 14750.0000 48
8225.0000 14975.0000 89
8375.0000 15125.0000 30
8425.0000 15375.0000 71
8525.0000 15375.0000 12
8625.0000 15475.0000 53
8725.0000 15475.0000 94
8875.0000 15525.0000 35
8875.0000 15375.0000 76
8725.0000 15325.0000 17
8775.0000 15225.0000 58
8875.0000 15225.0000 99
8875.0000 15075.0000 40
8775.0000 15025.0000 81
8625.0000 14975.0000 22
8475.0000 14975.0000 63
8475.0000 14875.0000 4
8625.0000 14875.0000 45
8625.0000 14775.0000 86
8525.0000 14725.0000 27
8625.0000 14625.0000 68
8525.0000 14575.0000 9
8375.0000 14575.0000 50
8325.0000 14475.0000 91
8425.0000 14300.0000 32
8575.0000 14300.0000 73
8850.0000 14300.0000 14
8775.0000 14225.0000 55
8825.0000 14125.0000 96
8625.0000 14125.0000 37
8425.0000 14025.0000 78
8525.0000 13925.0000 19
8425.0000 13825.0000 60
8475.0000 13600.0000 1
8625.0000 13725.0000 42
8850.0000 13725.0000 83
8850.0000 13525.0000 24
8850.0000 13125.0000 65
8674.0000 13058.0000 6
8475.0000 13200.0000 47
8275.0000 13175.0000 88
8125.0000 13275.0000 29
7975.0000 13275.0000 70
7975.0000 13175.0000 11
8125.0000 12600.0000 52
8025.0000 12600.0000 93
7925.0000 12600.0000 34
7775.0000 12600.0000 75
7625.0000 12600.0000 16
7475.0000 12600.0000 57
7500.0000 12500.0000 98
7500.0000 12400.0000 39
7425.0000 12325.0000 80
7575.0000 12325.0000 21
7675.0000 12225.0000 62
7625.0000 12125.0000 3
7775.0000 12025.0000 44
7925.0000 12125.0000 85
7875.0000 12225.0000 26
7775.0000 12175.0000 67
7775.0000 12325.0000 8
7975.0000 12325.0000 49
8250.0000 12325.0000 90
8350.0000 12525.0000 31
8350.0000 12425.0000 72
8400.0000 12325.0000 13
8375.0000 12225.0000 54
8425.0000 12125.0000 95
8550.0000 12175.0000 36
8575.0000 12325.0000 77
8625.0000 12425.0000 18
8625.0000 12525.0000 59
8775.0000 12525.0000 100
8775.0000 12425.0000 41
8875.0000 12475.0000 82
8872.0000 12354.0000 23
8900.0000 12225.0000 64
8900.0000 12075.0000 5
8775.0000 12075.0000 46
8775.0000 11925.0000 87
8775.0000 11825.0000 28
8775.0000 11725.0000 69
8775.0000 11575.0000 10
8825.0000 11475.0000 51
8675.0000 11475.0000 92
8500.0000 11325.0000 33
8400.0000 11275.0000 74
8300.0000 11325.0000 15
8400.0000 11425.0000 56
8400.0000 11550.0000 97
8400.0000 11650.0000 38
8500.0000 11825.0000 79
8625.0000 11875.0000 20
8475.0000 11925.0000 61
8325.0000 11925.0000 2
8125.0000 11725.0000 43
8225.0000 11725.0000 84
8300.0000 11675.0000 25
8300.0000 11575.0000 66
8300.0000 11475.0000 7
8225.0000 11425.0000 48
8125.0000 11425.0000 89
8025.0000 11325.0000 30
7825.0000 11325.0000 71
7725.0000 11325.0000 12
7525.0000 11325.0000 53
7425.0000 11425.0000 94
7325.0000 11425.0000 35
7250.0000 11325.0000 76
7150.0000 11275.0000 17
7050.0000 11325.0000 58
7150.0000 11425.0000 99
7250.0000 11475.0000 40
7250.0000 11575.0000 81
7150.0000 11575.0000 22
7150.0000 11675.0000 63
7250.0000 11675.0000 4
7325.0000 11750.0000 45
7425.0000 11750.0000 86
7225.0000 11925.0000 27
7075.0000 11925.0000 68
7050.0000 11825.0000 9
6975.0000 11925.0000 50
7025.0000 12075.0000 91
7125.0000 12125.0000 32
7175.0000 12225.0000 73
7025.0000 12225.0000 14
6925.0000 12175.0000 55
6925.0000 12425.0000 96
6925.0000 12575.0000 37
6925.0000 12675.0000 78
6925.0000 12825.0000 19
6665.0000 12760.0000 60
6665.0000 12610.0000 1
6665.0000 12460.0000 42
6665.0000 12310.0000 83
6665.0000 12160.0000 24
6665.0000 12010.0000 65
6825.0000 11925.0000 6
6665.0000 11860.0000 47
6665.0000 11710.0000 88
6775.0000 11650.0000 29
6850.0000 11700.0000 70
6850.0000 11600.0000 11
6775.0000 11525.0000 52
6825.0000 11425.0000 93
6725.0000 11425.0000 34
6275.0000 11475.0000 75
6225.0000 11575.0000 16
6125.0000 11475.0000 57
5950.0000 11325.0000 98
5850.0000 11425.0000 39
5750.0000 11325.0000 80
5850.0000 11275.0000 21
5825.0000 11125.0000 62
5825.0000 11025.0000 3
5925.0000 11125.0000 44
6025.0000 11075.0000 85
6025.0000 10975.0000 26
6200.0000 10975.0000 67
6300.0000 10775.0000 8
6300.0000 10625.0000 49
6300.0000 10475.0000 90
6300.0000 10375.0000 31
6275.0000 10275.0000 72
6700.0000 10425.0000 13
6700.0000 10525.0000 54
6700.0000 10625.0000 95
6700.0000 10725.0000 36
6700.0000 10850.0000 77
6725.0000 11050.0000 18
6875.0000 11025.0000 59
7000.0000 11025.0000 100
7075.0000 11125.0000 41
7175.0000 11125.0000 82
7175.0000 11025.0000 23
7550.0000 11075.0000 64
7550.0000 10875.0000 5
7550.0000 10475.0000 46
8000.0000 10475.0000 87
8000.0000 10875.0000 28
8000.0000 11075.0000 69
8375.0000 11025.0000 10
8375.0000 11125.0000 51
8475.0000 11125.0000 92
8575.0000 11075.0000 33
8575.0000 10975.0000 74
8750.0000 10975.0000 15
8850.0000 10775.0000 56
8850.0000 10625.0000 97
8850.0000 10475.0000 38
8850.0000 10375.0000 79
8825.0000 10275.0000 20
9250.0000 10425.0000 61
9250.0000 10525.0000 2
9250.0000 10625.0000 43
9250.0000 10725.0000 84
9250.0000 10850.0000 25
9275.0000 11050.0000 66
9425.0000 11025.0000 7
9550.0000 11025.0000 48
9625.0000 11125.0000 89
9725.0000 11025.0000 30
9725.0000 11125.0000 71
9700.0000 11275.0000 12
9800.0000 11325.0000 53
9700.0000 11425.0000 94
9600.0000 11325.0000 35
9375.0000 11425.0000 76
9275.0000 11425.0000 17
9325.0000 11525.0000 58
9400.0000 11600.0000 99
9400.0000 11700.0000 40
9325.0000 11650.0000 81
9215.0000 11710.0000 22
9215.0000 11860.0000 63
9375.0000 11925.0000 4
9215.0000 12010.0000 45
9215.0000 12160.0000 86
9215.0000 12310.0000 27
9215.0000 12460.0000 68
9215.0000 12610.0000 9
9215.0000 12760.0000 50
9475.0000 12825.0000 91
9475.0000 12675.0000 32
9475.0000 12575.0000 73
9475.0000 12425.0000 14
9475.0000 12175.0000 55
9575.0000 12225.0000 96
9725.0000 12225.0000 37
9675.0000 12125.0000 78
9575.0000 12075.0000 19
9525.0000 11925.0000 60
9600.0000 11825.0000 1
9625.0000 11925.0000 42
9775.0000 11925.0000 83
9975.0000 11750.0000 24
9875.0000 11750.0000 65
9800.0000 11675.0000 6
9700.0000 11675.0000 47
9700.0000 11575.0000 88
9800.0000 11575.0000 29
9800.0000 11475.0000 70
9875.0000 11425.0000 11
9975.0000 11425.0000 52
10075.0000 11325.0000 93
10100.0000 11075.0000 34
10100.0000 10875.0000 75
10100.0000 10475.0000 16
10550.0000 10475.0000 57
10848.0000 10075.0000 98
10575.0000 10075.0000 39
10437.0000 9801.0000 80
10435.0000 9702.0000 21
10435.0000 9601.0000 62
10436.0000 9502.0000 3
10436.0000 9399.0000 44
10436.0000 9298.0000 85
10175.0000 9325.0000 26
10175.0000 9425.0000 67
10175.0000 9525.0000 8
10175.0000 9725.0000 49
10175.0000 9825.0000 90
10075.0000 10075.0000 31
9800.0000 10075.0000 72
9525.0000 10075.0000 13
9375.0000 10125.0000 54
9290.0000 9806.0000 95
9289.0000 9706.0000 36
9289.0000 9606.0000 77
9290.0000 9505.0000 18
9290.0000 9406.0000 59
9289.0000 9306.0000 100
8775.0000 9325.0000 41
8775.0000 9425.0000 82
8775.0000 9525.0000 23
8775.0000 9725.0000 64
8775.0000 9825.0000 5
8825.0000 10075.0000 46
8575.0000 10075.0000 87
8298.0000 10075.0000 28
8025.0000 10075.0000 69
7887.0000 9801.0000 10
